title,body,label,url
Correct notes on CFE_FS_BackgroundFileDumpRequest,"**Describe the bug**
The notes for this API say ""not on heap"" when it really should say ""not on stack""

**To Reproduce**
If buffer is allocated on the stack and object goes out of scope before background job finishes, random unpredictable behavior occurs, as in PR #1673.

**Expected behavior**
Correct comment.

**System observed on:**
CI

**Additional context**
Fundamental requirement is that object must persist for the time the background job runs.  So stack is likely a problem, heap is OK as long as it isn't freed before task is done.

**Reporter Info**
Joseph Hickey, Vantage Systems, Inc.
",non-bug,https://github.com/nasa/cFE/issues/1703
"Remove ""return;"" from last line of void functions","**Is your feature request related to a problem? Please describe.**
""return;"" at last line in void function is redundant.

**Describe the solution you'd like**
Remove

**Describe alternatives you've considered**
None

**Additional context**
Code review

**Requester Info**
Jacob Hageman - NASA/GSFC
",non-bug,https://github.com/nasa/cFE/issues/1540
Enhanced version reporting,"Use CI_LAB_VERSION from cfecfs_version_info.h if available and report on NOOP and startup (along with classic version numbering""

Classic version numbering can then just be updated on release, vs for every commit.",non-bug,https://github.com/nasa/ci_lab/issues/6
Remove device driver references from code,"**Is your feature request related to a problem? Please describe.**
#377 is to remove device driver requirements, there are also references in the software.

**Describe the solution you'd like**
Remove references to device drivers, ""CFE_DRV"", etc from software, configuration files, documentation, etc.

For example:
https://github.com/nasa/cFE/blob/5d7d766941369b6e92a0328217e43d5fd02a8cf1/fsw/cfe-core/src/es/cfe_es_apps.c#L338-L342

**Describe alternatives you've considered**
None

**Additional context**
None

**Requester Info**
Jacob Hageman - NASA/GSFC",non-bug,https://github.com/nasa/cFE/issues/408
Linux BSP shouldn't trim first argument,"**Describe the bug**
As part of command line processing the logic for Linux BSP is to prune the first argument which is the command name, to be consistent with other (e.g. RTEMS) platforms that do not pass the command name to begin with.

However the CFE PSP passes the argument list to the C library `getopt_long()` and this expects the first argument to be the command name, so this breaks.

**To Reproduce**
Pass arguments (e.g. `-I' to set spacecraft ID value, etc) to start the CFE core on linux.  Observe that the default value is still used, argument isn't processed.

**Expected behavior**
Command line arguments should be processed and used.

Just store/pass the full set of arguments, no real need to abstract, as anything doing argument processing is almost certainly platform-specific (e.g. CFE PSP) so it will know what to expect here.

**System observed on:**
Ubuntu 20.04

**Additional context**
First bug found by newly-minted PSP functional test.  I attempted to use `-I` to force a test failure on the spacecraft ID value and it didn't work.

**Reporter Info**
Joseph Hickey, Vantage Systems, Inc.
",bug,https://github.com/nasa/osal/issues/499
Report task details in QUERY_ALL_TASKS command,"**Is your feature request related to a problem? Please describe.**
The current `CFE_ES_TaskInfo` structure, which is written by the QUERY_ALL_TASKS command, only has some very basic task information - the name/ID, execution count, and what app the task is associated with.

**Describe the solution you'd like**
Suggest to also include:
- stack size
- priority
- entry point? (would depend on #978)

**Additional context**
stack size is an important statistic for determining memory usage
priority is potentially important for real time concerns
Both of these are tracked by OSAL and easily available, just have to get it and put it in the structure.

**Requester Info**
Joseph Hickey, Vantage Systems, Inc.
",non-bug,https://github.com/nasa/cFE/issues/979
printf format string vs data type mismatches,"We have some lingering mismatches between printf format string conversions and the parameter data types; all but one of them are in elf2cfetbl so pinning this bug on elf2cfetbl (will fix cmdUtil in passing):

tools/cmdUtil/cmdUtil.c:229:9: warning: format '%d' expects argument of type 'int', but argument 2 has type 'long int' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:710:25: warning: format '%d' expects argument of type 'int', but argument 3 has type 'uint32' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:798:25: warning: format '%d' expects argument of type 'int', but argument 3 has type 'uint32' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1004:5: warning: format '%X' expects argument of type 'unsigned int', but argument 3 has type 'time_t' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1192:5: warning: format '%x' expects argument of type 'unsigned int', but argument 2 has type 'long unsigned int' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1227:9: warning: format '%d' expects argument of type 'int', but argument 2 has type 'int32' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1235:9: warning: format '%d' expects argument of type 'int', but argument 2 has type 'int32' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1243:9: warning: format '%d' expects argument of type 'int', but argument 2 has type 'int32' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1273:17: warning: format '%d' expects argument of type 'int', but argument 3 has type 'int32' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1361:9: warning: format '%x' expects argument of type 'unsigned int', but argument 2 has type 'long unsigned int' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1389:9: warning: format '%d' expects argument of type 'int', but argument 2 has type 'int32' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1397:9: warning: format '%d' expects argument of type 'int', but argument 2 has type 'int32' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1403:5: warning: format '%d' expects argument of type 'int', but argument 2 has type 'long int' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1430:5: warning: format '%x' expects argument of type 'unsigned int', but argument 2 has type 'long unsigned int' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1596:13: warning: format '%d' expects argument of type 'int', but argument 2 has type 'uint32' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1596:13: warning: format '%x' expects argument of type 'unsigned int', but argument 3 has type 'uint32' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1619:9: warning: format '%d' expects argument of type 'int', but argument 2 has type 'int32' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1647:70: warning: format '%d' expects argument of type 'int', but argument 2 has type 'int32' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1647:70: warning: format '%d' expects argument of type 'int', but argument 3 has type 'char *' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1655:9: warning: format '%d' expects argument of type 'int', but argument 2 has type 'int32' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1655:9: warning: format '%d' expects argument of type 'int', but argument 3 has type 'int32' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1670:9: warning: format '%d' expects argument of type 'int', but argument 3 has type 'long int' [-Wformat=]
tools/elf2cfetbl/elf2cfetbl.c:1707:28: warning: format '%d' expects argument of type 'int', but argument 4 has type 'uint32' [-Wformat=]
Attachments (0)",bug,https://github.com/nasa/elf2cfetbl/issues/2
`CFE_ES_MAX_EID` incorrect,"**Is your feature request related to a problem? Please describe.**
Max EID incorrect:
https://github.com/nasa/cFE/blob/e80aae94e0f56b868657daba965c590766a4dc57/modules/es/fsw/inc/cfe_es_events.h#L46
https://github.com/nasa/cFE/blob/e80aae94e0f56b868657daba965c590766a4dc57/modules/es/fsw/inc/cfe_es_events.h#L1449

**Describe the solution you'd like**
Fix.

**Describe alternatives you've considered**
None

**Additional context**
Code review

**Requester Info**
Jacob Hageman - NASA/GSFC",non-bug,https://github.com/nasa/cFE/issues/1320
FM Dir List to file doesn't clean buffer,"FM Get Directory List to file (FM_GET_DIR_FILE_CC) currently isn't zeroing out the buffer of DirListData.EntryName so there can be a bunch of random stuff in there. 

The DirListData that is written currently looks like this:
EntryName: fm_dirlist.out\00\00/dev/shmw�\00\00hw�\00\00 j�\00\00�\00\007���
EntrySize: 136
ModifyTime: 1638892240
Mode: 6
 
When it it should look like this: 
EntryName: fm_dirlist.out
EntrySize: 136
ModifyTime: 1638892240
Mode: 6

The code looks like this, the commented out part is what is missing and would fix the problem. 

/* Populate directory list file entry */
//CFE_PSP_MemSet(&DirListData, 0, sizeof(FM_DirListEntry_t));
strncpy(DirListData.EntryName, OS_DIRENTRY_NAME(DirEntry), EntryLength);
DirListData.EntryName[EntryLength] = '\0';

Imported from GSFCCFS-1815",non-bug,https://github.com/nasa/FM/issues/14
Event messages generated during library init get dropped,"I have a CFE based project that uses multiple libraries, which are loaded in the startup script as a CFE_LIB rather than a CFE_APP.

Today I found that one of the library initialization routines was failing.  Despite generating an Event using CFE_SendEvent on the condition, no event was reported on the console.

The issue is that library init routines are called from the main thread context, and therefore not in the context of an Executive Services task.  This causes CFE_ES_GetAppId to fail - which is probably correct.

However this causes CFE_EVS to effectively drop the message on the floor, and it is entirely silent in this case.

This might be intended behavior but it caught me off guard since I got no output whatsoever.  One possible fix is to just stick to CFE_ES_WriteToSysLog during library init functions but perhaps we should consider having event services actually do this, so the message at least goes somewhere visible.
",bug,https://github.com/nasa/cFE/issues/237
"Unexercised code at the ""functional"" level of testing","**Is your feature request related to a problem? Please describe.**
Although the coverage test which link directly to the implementation *.c file for all of these do fully exercise the functions, they are not called from the ""functional"" level of testing which links to the osal library (and uses public include paths).  So it's possible they could pass all current testing but not get linked/included properly in relation to the library.  Also a call at the functional level would cover alternative implementations, not just what's provided currently (""black box"" testing).  Helps even for the inlines/macros in headers, since they could move and get missed in the public includes (not likely, but possible).

OS_GetBuildNumber
OS_GetVersionCodeName
OS_GetVersionNumber
OS_GetVersionString
OS_ObjectIdToArrayIndex

Inline:
OS_ObjectIdDefined
OS_ObjectIdEqual
OS_ObjectIdFromInteger
OS_ObjectIdToInteger
OS_TimeAdd
OS_TimeAssembleFromMicroseconds
OS_TimeAssembleFromMilliseconds
OS_TimeAssembleFromNanoseconds
OS_TimeAssembleFromSubseconds
OS_TimeGetFractionalPart
OS_TimeGetMicrosecondsPart
OS_TimeGetMillisecondsPart
OS_TimeGetNanosecondsPart
OS_TimeGetSubsecondsPart
OS_TimeGetTotalMicroseconds
OS_TimeGetTotalMilliseconds
OS_TimeGetTotalNanoseconds
OS_TimeGetTotalSeconds
OS_TimeSubtract

**Describe the solution you'd like**
Add a simple test for these at the functional level (tests/unit-tests).

**Describe alternatives you've considered**
None

**Additional context**
None

**Requester Info**
Jacob Hageman - NASA/GSFC
",non-bug,https://github.com/nasa/osal/issues/1119
Create CHANGELOG.md and move development history out of Readme.md,"**Is your feature request related to a problem? Please describe.**
The development history is clogging up useful information in the Readme

**Describe the solution you'd like**
Move history to a new file named `Chengelog.md`

**Describe alternatives you've considered**
Move development history to bottom of Readme file

**Additional context**
None

**Requester Info**
Gerardo E. Cruz-Ortiz, NASA-GSFC
",non-bug,https://github.com/nasa/cFE/issues/820
Add actions in workflow to replace former CI implementation,"**Is your feature request related to a problem? Please describe.**
CI no longer running for PR's in nasa repo

**Describe the solution you'd like**
Implement CI as GitHub Actions

**Describe alternatives you've considered**
None

**Additional context**
Similar to transition in nasa/cFS

**Requester Info**
Jacob Hageman - NASA/GSFC",non-bug,https://github.com/nasa/cFE/issues/1057
CI updates - add static analysis and format in workflow,"**Is your feature request related to a problem? Please describe.**
Travis-CI not transitioned to github actions

**Describe the solution you'd like**
Transition CI

**Describe alternatives you've considered**
None

**Additional context**
None

**Requester Info**
Jacob Hageman - NASA/GSFC",non-bug,https://github.com/nasa/sample_lib/issues/42
Improve `CFE_SB_ENBL_RTE?_EID` naming,"**Is your feature request related to a problem? Please describe.**
`CFE_SB_ENBL_RTE1_EID`, `CFE_SB_ENBL_RTE2_EID` and `CFE_SB_ENBL_RTE3_EID` have very similar names, but are of different type and from different causes.  Easy to confuse/typo or mix up the difference.

**Describe the solution you'd like**
Replace with more descriptive names, one suggested pattern is to also embed the type in the name.

**Describe alternatives you've considered**
None

**Additional context**
Code review

**Requester Info**
Jacob Hageman - NASA/GSFC
",non-bug,https://github.com/nasa/cFE/issues/1471
Add Contributing Guide ,"**Is your feature request related to a problem? Please describe.**
Add a contributing guide for the elf2cfetbl repo. 

**Describe the solution you'd like**
Create a contributing guide markdown file. In the guide, add a link to the cFS contributing guide. 

**Requester Info**
Ariel Adams, ASRC Federal
",non-bug,https://github.com/nasa/elf2cfetbl/issues/76
FM is incompatible with recent OSAL API changes,"This is regarding OSAL 5.0.3-bv.  FM calls OS_opendir, OS_readdir, and OS_closedir which were removed in favor of OS_DirectoryOpen, OS_DirectoryRead, and OS_DirectoryClose.  I expect to see other issues as I make fixes to pass unit testing.  I will post them here.",bug,https://github.com/nasa/FM/issues/3
Travis truncating job logs,"**Describe the bug**
Likely related to https://github.com/travis-ci/travis-ci/issues/6018 and similar reports the job log output gets truncated, often around the final documentation warning checks

**To Reproduce**
See build logs, for example https://travis-ci.com/github/skliper/cFS/jobs/328169033

**Expected behavior**
Full log should be shown to debug errors

**Code snips**
N/A

**System observed on:**
CI

**Additional context**
None

**Reporter Info**
Jacob Hageman - NASA/GSFC",bug,https://github.com/nasa/cFS/issues/79
Replace strlen use with memchr logic for checking valid length,"**Is your feature request related to a problem? Please describe.**
strlen is an unlimited search, memchr is limited

Example case:
https://github.com/nasa/cFE/blob/e80aae94e0f56b868657daba965c590766a4dc57/modules/es/fsw/src/cfe_es_api.c#L1616-L1617

**Describe the solution you'd like**
Use memchr instead

**Describe alternatives you've considered**
Something similar to OS_strnlen (unfortunately not exposed)

**Additional context**
Code review

**Requester Info**
Jacob Hageman - NASA/GSFC
",non-bug,https://github.com/nasa/cFE/issues/1328
Possible buffer overrun in format strings used for scanf,Particularly in `CFE_ES_ParseFileEntry()` this uses the %s to read strings into fixed length buffers.  There is a possibility of overrun if the actual string exceeds the allocated size.,bug,https://github.com/nasa/cFE/issues/168
divide osconfig.h three ways,"The current osconfig.h (present in BSP trees and, as a
bonus, in the build/inc directory) contains configuration
items that are OSAL generic, plus configuration items that
are BSP specified, and probably items that are OS specified.

The content of this file needs to be divided.

Items that are generic OSAL configurations need to be in a
header file located centrally.

Items that are specified by the OS should be kept in a header
file within the appropriate `/os/` tree; probably a good idea
to have this file included by the generic configuration file,
to provide ""sane defaults"" in the central file (where there can
be sane ""most OS"" values), then have the OS-specific file
override those as appropriate.

Ditto for the BSP.
",non-bug,https://github.com/nasa/osal/issues/87
CFE_EVS_Register not validating inputs first ,"**Describe the bug**
inside EVS register it clears the AppData record before it validates all the inputs. If some of the inputs are invalid that then causes the app to crash. 

**Expected behavior**
Validate inputs first before anything else. 

**Code snips**
https://github.com/nasa/cFE/blob/33a4f19ce6dc2c132823b3c8c487a59d5b4b81a8/modules/evs/fsw/src/cfe_evs.c#L46-L74

**Reporter Info**
Alex Campbell GSFC",non-bug,https://github.com/nasa/cFE/issues/1746
Report timer_gettime error in OS_TimeBaseSet_Impl,"**Is your feature request related to a problem? Please describe.**
If timer_gettime fails the rounding error will not be reported, silently ignored:
https://github.com/nasa/osal/blob/ead5723f59ee49b36a36d6cb66c4cfe680ebbd68/src/os/vxworks/src/os-impl-timebase.c#L566

**Describe the solution you'd like**
Report error, return failure

**Describe alternatives you've considered**
None

**Additional context**
None

**Requester Info**
Jacob Hageman - NASA/GSFC, OSAL code review
",non-bug,https://github.com/nasa/osal/issues/889
Could simplify by just managing tables periodically vs by registering for command (unique approach across common apps),"**Checklist (Please check before submitting)**

* [x] I reviewed the [Contributing Guide](https://github.com/nasa/SC/blob/main/CONTRIBUTING.md).
* [x] I reviewed the [README file](https://github.com/nasa/SC/blob/main/README.md) to see if the feature is in the major future work.
* [x] I performed a cursory search to see if the feature request is relevant, not redundant, nor in conflict with other tickets.

**Is your feature request related to a problem? Please describe.**
For the standard 10 apps, SC is the only one to use the `CFE_TBL_NotifyByMessage` API and manage tables on command.
https://github.com/nasa/SC/blob/68e2520da89f3157703ced2467b50a34b519ca36/fsw/src/sc_app.c#L606-L612
https://github.com/nasa/SC/blob/68e2520da89f3157703ced2467b50a34b519ca36/fsw/src/sc_cmds.c#L683-L685
https://github.com/nasa/SC/blob/68e2520da89f3157703ced2467b50a34b519ca36/fsw/src/sc_cmds.c#L721-L731

**Describe the solution you'd like**
Could instead just periodically manage all the tables (like all the rest).

**Describe alternatives you've considered**
None

**Additional context**
None

**Requester Info**
Jacob Hageman - NASA/GSFC",non-bug,https://github.com/nasa/SC/issues/45
Deprecate definition/use of OS_VolumeTable,"**Is your feature request related to a problem? Please describe.**
OSAL has an API where volume table mappings can be added during the startup code, rendering the static `OS_VolumeTable` object unnecessary.

**Describe the solution you'd like**
Use the OSAL API to register the FS_BASED file system mappings, and remove OS_VolumeTable.

**Requester Info**
Joseph Hickey, Vantage Systems, Inc.
",non-bug,https://github.com/nasa/PSP/issues/161
Update CFE_MSG_Message_t conversions to use CFE_MSG_PTR macro,"**Is your feature request related to a problem? Please describe.**
In nasa/cfe#1966 introduces a `CFE_MSG_PTR` macro which converts a cmd/tlm header object to a `CFE_MSG_Message_t*` pointer, which is intended to be used rather than assuming a specific member name (e.g. `.Msg`).

**Describe the solution you'd like**
Use the macro instead of assuming `.Msg` member name.

**Additional context**
Required when using generated headers, as the member name may not be ""Msg"" or may be further encapsulated.

**Requester Info**
Joseph Hickey, Vantage Systems, Inc.
",non-bug,https://github.com/nasa/sch_lab/issues/93
"Clean up ""extern"" declarations at the top of C files","In the CFE core apps, many files reference functions and data structures defined in other files.  However, the function prototypes or ""extern"" declarations are not in common header files, but simply put at the top of the C file that uses it.

While this does build, it defeats the type checking done by the compiler.

It is far from ideal because if the real variable type or function prototype ever changes, the linker will still happily link it together even though they might be completely incompatible (or worse, incompatible in a really subtle way).

The only reason to NOT put a declaration in a header file is if it should not be called or referenced by CFS apps, but this can be solved by creating a private CFE core shared header file.

",bug,https://github.com/nasa/cFE/issues/39
SB - Duplicate Pipe Creation Causes Failure to Delete Pipe (GSFC DCR 22934),"When a Software Bus pipe is created, the SB service will assign a new pipe ID to the system. If the same pipe is created again, SB will change its pipe ID and prevent the original pipe from being deleted. See attachments for more detail.",bug,https://github.com/nasa/cFE/issues/138
readdir is not reentrant,"As reported by cppcheck portability:

Non reentrant function 'readdir' called. For threadsafe applications it is recommended to use the reentrant replacement function 'readdir_r'.

Reported against:

osal/src/os/posix/osfileapi.c
",bug,https://github.com/nasa/osal/issues/126
Add untar command to FM,"Stakeholder requested that untar capability be added in cFE.  In design discussions with the framework team, it was decided that it made sense to pull the decompress capability out of the framework and into a library, and to then add an untar command to the FM app.  

Imported from GSFCCFS-1083",non-bug,https://github.com/nasa/FM/issues/11
Update mcp750-vxworks PSP for CMake,"In order to build the VxWorks image using CMake, a platform module and other various bits need to be added.

This PSP was previously only buildable with classic makefile.",bug,https://github.com/nasa/PSP/issues/108
Add condition variable implementation for RTEMS,"**Is your feature request related to a problem? Please describe.**
Pull Request #1278 added a condition variable API implementation for POSIX, but RTEMS and VxWorks were set to use the ""not-impl"" module, with a plan to implement in the future.

**Describe the solution you'd like**
Add an implementation of condition variables for RTEMS

**Requester Info**
Joseph Hickey, Vantage Systems, Inc.
",non-bug,https://github.com/nasa/osal/issues/1287
Update CLA Information,"**Checklist (Please check before submitting)**

* [x] I reviewed the [Contributing Guide](https://github.com/nasa/cFS/blob/main/CONTRIBUTING.md).
* [x] I reviewed the [cFS README.md file](https://github.com/nasa/cFS/blob/main/README.md) to see if the feature is in the major future work.
* [ ] I performed a cursory search to see if the feature request is relevant, not redundant, nor in conflict with other tickets.

**Is your feature request related to a problem? Please describe.**
Have new CLAs given the change in https://github.com/nasa/cFS/pull/491 with the combined CLA, 

**Describe the solution you'd like**

- [ ] Update the instructions in each app's Contributing.md
- [ ] Delete old CLA pdfs
- [ ] Update PR and Issue templates as needed


**Describe alternatives you've considered**

None

**Additional context**
None


**Requester Info**
Gerardo E. Cruz-Ortiz
",non-bug,https://github.com/nasa/SC/issues/33
bin sem test,"**Describe the bug**
Working through the unit tests for a qt port.
I hit a stumbling block on bin-sem-test.c function `BinSemCheck`.

When a task is deleted it may have registered callbacks with resources. 
In case of qt the task with a binary semaphore (QSemaphore) in a waiting state that gets deleted.
Ends up stalling the system when that QSemaphore is written to.


From what i gather free-rtos has a similar issue.

https://www.freertos.org/FreeRTOS_Support_Forum_Archive/August_2016/freertos_Releasing_Resources_on_Task_Exit_Delete_b113e7a9j.html

> Releasing Resources on Task Exit/Delete
> Posted by [rtel](http://sourceforge.net/users/rtel) on August 12, 2016
> If a semaphore is held by a task, and that task gets deleted, then there is nothing in the code that will automatically release the semaphore.  
> 
> Looking at the source code I don’t think there is an easy way around this.  The mutex can be reset by passing its handle into xQueueReset(), but then to make it a mutex rather than a queue you would need to call prvInitialiseMutex() too – and that function is not publicly accessible.
> 
> Perhaps, if you are 100% sure there are no other tasks blocked on the mutex, it could be deleted then re-created?



```c

void BinSemCheck(void)
{
    uint32            status;
    OS_bin_sem_prop_t bin_sem_prop;

    memset(&bin_sem_prop, 0, sizeof(bin_sem_prop));

    /* Delete the task, which should be pending in OS_BinSemTake() */
    status = OS_TaskDelete(task_1_id);
    UtAssert_True(status == OS_SUCCESS, ""OS_TaskDelete Rc=%d"", (int)status);

    status = OS_TimerDelete(timer_id);
    UtAssert_True(status == OS_SUCCESS, ""OS_TimerDelete Rc=%d"", (int)status);

    OS_TaskDelay(100);

    /* Confirm that the semaphore itself is still operational after task deletion */
    status = OS_BinSemGive(bin_sem_id); /* task 1 was pending on this, releasing this semaphore triggers task1 to wake up, but stalls out as it has been deleted */
    UtAssert_True(status == OS_SUCCESS, ""BinSem give Rc=%d"", (int)status);
```


A ctrl+c shows backtrace as follows.
```
* thread #1, queue = 'com.apple.main-thread', stop reason = signal SIGSTOP
  * frame #0: 0x00007fff207bf4ba libsystem_kernel.dylib`__psynch_mutexwait + 10
    frame #1: 0x00007fff207f02ab libsystem_pthread.dylib`_pthread_mutex_firstfit_lock_wait + 76
    frame #2: 0x00007fff207ee192 libsystem_pthread.dylib`_pthread_mutex_firstfit_lock_slow + 204
    frame #3: 0x0000000100185e6c QtCore`QWaitCondition::wakeAll() + 18
    frame #4: 0x0000000100183064 QtCore`QSemaphore::release(int) + 48
    frame #5: 0x000000010001236e bin-sem-test`::OS_BinSemGive_Impl(token=0x00007ffeefbfe918) at os-impl-binsem.cxx:247:19
    frame #6: 0x0000000100007f06 bin-sem-test`OS_BinSemGive(sem_id=262145) at osapi-binsem.c:168:23
    frame #7: 0x0000000100004e50 bin-sem-test`BinSemCheck at bin-sem-test.c:175:14
    ```

**System observed on:**
 - Hardware
 - OS: Qt 5, mac OS

**Additional context**
I subclassed my qt thread from the qt class, and have been using the terminate call.
I'll try a different method to see if that allows qt to cleanup semaphores from deleted tasks.

**Reporter Info**
Full name and company/organization if applicable
",non-bug,https://github.com/nasa/osal/issues/1261
Allow target name subdirectory for install files and handle symlinks,"**Is your feature request related to a problem? Please describe.**
Just need to add to the paths of locations for the install list from TGT<N>_FILELIST the possibility of target_defs/<TGT_NAME>/<FILENAME>

Also, if the file is a symlink, it needs to be followed to its source but copied as the name in FILELIST suggests.

**Describe the solution you'd like**
```
    foreach(INSTFILE ${TGT${TGTID}_FILELIST})
      if(EXISTS ${MISSION_DEFS}/${TGTNAME}/${INSTFILE})
        set(FILESRC ${MISSION_DEFS}/${TGTNAME}/${INSTFILE})
      elseif(EXISTS ${MISSION_DEFS}/${TGTNAME}_${INSTFILE})
        set(FILESRC ${MISSION_DEFS}/${TGTNAME}_${INSTFILE})
      elseif(EXISTS ${MISSION_DEFS}/${INSTFILE})
        set(FILESRC ${MISSION_DEFS}/${INSTFILE})
      else()
        set(FILESRC)
      endif()
      if (FILESRC)
        get_filename_component(_resolvedFile ""${FILESRC}"" REALPATH)
        install(FILES ${_resolvedFile} DESTINATION ${TGT_NAME}/${INSTALL_SUBDIR} RENAME ${INSTFILE})
      else(FILESRC)
        message(""WARNING: Install file ${INSTFILE} for ${TGTNAME} not found"")
      endif (FILESRC)
    endforeach(INSTFILE ${TGT${TGTID}_FILELIST})
```

Something like that maybe?

**Describe alternatives you've considered**
A clear and concise description of any alternative solutions or features you've considered.

**Additional context**
Add any other context about the feature request here.

**Requester Info**
Full name and company/organization if applicable
",non-bug,https://github.com/nasa/cFE/issues/790
CFE_TBL_GetAddress() may return CFE_SUCCESS,"**Describe the bug**
The code is testing the return code for only `CFE_TBL_INFO_UPDATED`.  However the `CFE_TBL_GetAddress()` function may return `CFE_SUCCESS` as well, per the documentation and implementation.

**Expected behavior**
Either `CFE_TBL_INFO_UPDATED` or `CFE_SUCCESS` should be accepted as valid returns.

**Code snips**

https://github.com/nasa/sch_lab/blob/d0e21d20aee4c1b4cdf8de7cf3ea2bd7c41caffe/fsw/src/sch_lab_app.c#L184-L191

**Reporter Info**
Joseph Hickey, Vantage Systems, Inc.
",bug,https://github.com/nasa/sch_lab/issues/24
Sample app test doesn't end up in exe dir after make install,"**Describe the bug**
sample_app-sample_app-testrunner doesn't get ""installed""

**To Reproduce**
Steps to reproduce the behavior:
1. make SIMULATION=native ENABLE_UNIT_TEST=true prep; make; make install
2. ls build/exe/cpu1
3. find /. -name ""sample_app_sample_app-testrunner""

**Expected behavior**
Install should move all tests to install directory

**Code snips**
N/A

**System observed on:**
 - Hardware: cFS Dev 3
 - OS: Ubuntu 18.04
 - Versions: observed in refactored IC at skliper/ic-20200511-jh

**Additional context**
N/A

**Reporter Info**
Jacob Hageman - NASA/GSFC",bug,https://github.com/nasa/sample_app/issues/81
CFE_TBL_Load returns CFE_SUCCESS when initially loading an incomplete image file (CFE_TBL_WARN_SHORT_FILE internally) ,"**Describe the bug**
During a `CFE_TBL_Load` call, the function is expected to return an error code if the loaded file was not complete (i.e. does not result in a complete image in memory).  

In this case, if the image started at offset 0, but had fewer bytes than required for a complete table), it triggers the `CFE_TBL_WARN_SHORT_FILE` status internally inside CFE_TBL_LoadFromFile, but then this gets overwritten to CFE_SUCCESS in CFE_TBL_Load, making the return value to the user seem like the table was fully loaded/valid.

**To Reproduce**
Call `CFE_TBL_Load()` on a table which has not been initially loaded with a partial data file.

**Expected behavior**
Should return an error not `CFE_SUCCESS`, because the table image is only half loaded.

**System observed on:**
Ubuntu

**Additional Context**
Found as part of scrub in #1724

**Reporter Info**
Joseph Hickey, Vantage Systems, Inc.
",bug,https://github.com/nasa/cFE/issues/1861
"Convert or remove ""cfe requirements .docx""","**Is your feature request related to a problem? Please describe.**

`cfe requirements.docx` is not easily readable since it requires both a download and the user to have MS Word or equivalent installed. 

The document's purpose is ambiguous given the existence of `cFE_FunctionalRequirements.csv`. I've also seen some ""TBDs"" in the document hinting that there is some more work needed. 

**Describe the solution you'd like**

Various options

Add a readme to the docs directory that explains the different files. Additionally, replace`cfe requirements.docx` with Markdown or PDF


**Describe alternatives you've considered**
None

**Additional context**
None

",non-bug,https://github.com/nasa/cFE/issues/1571
Define toolchain via TGT<x>_SYSTEM in sample configuration,"**Is your feature request related to a problem? Please describe.**
See https://github.com/nasa/cFE/pull/630#issuecomment-617276365, cpu toolchain naming hack.

**Describe the solution you'd like**
Transition to defining the toolchain explicitly, eventually remove the hack support logic.

**Describe alternatives you've considered**
None

**Additional context**
#630 

**Requester Info**
Jacob Hageman - NASA/GSFC",non-bug,https://github.com/nasa/cFE/issues/633
